20111104T014428.937512,79,14,-14.2097,-9.84707,1.37522,3.74877,17.3422,33383
20111104T014428.937513,90,15,-14.9916,-9.59143,1.32897,3.70961,17.8463,33385
20111104T014428.937515,126,18,-15.7795,-9.31096,1.26968,3.67579,18.3652,33390
20111104T014428.937525,78,0,-14.3653,-9.75579,1.98046,3.73934,17.4768,33412
20111104T014428.937526,95,1,-15.0875,-9.50344,1.93684,3.70256,17.9354,33414
20111104T014428.937528,84,4,-16.0058,-9.21532,1.93845,3.66509,18.57,33419
20111104T014428.937534,25,12,-14.8427,-10.1195,0.81917,3.74112,17.9822,33435
20111104T014428.937535,1,13,-15.514,-9.74632,0.735378,3.7014,18.3357,33437
20111104T014428.937535,229,14,-14.1508,-9.93845,1.37557,3.75505,17.3462,33439
20111104T014428.937536,120,15,-14.834,-9.62263,1.31944,3.7159,17.7303,33441
20111104T014428.937538,83,18,-15.6557,-9.37093,1.26386,3.68207,18.2892,33446
20111104T014428.937543,1,24,-15.4176,-10.5908,-0.41544,3.74458,18.7089,33457
20111104T014428.937548,117,0,-14.2301,-9.79511,1.96955,3.74562,17.3868,33468
20111104T014428.937549,93,1,-14.942,-9.54361,1.92505,3.70884,17.8334,33470
20111104T014428.937551,103,4,-15.8687,-9.2695,1.92817,3.67137,18.478,33476
20111104T014428.937557,33,12,-14.9101,-10.3035,0.827684,3.7474,18.1422,33491
20111104T014428.937558,1,13,-15.4845,-9.86396,0.737187,3.70768,18.3737,33493
20111104T014428.937559,127,14,-13.9437,-9.92417,1.36004,3.76134,17.1682,33495
20111104T014428.937559,92,15,-14.7182,-9.67956,1.31401,3.72218,17.6643,33497
20111104T014428.937560,1,16,-16.189,-9.5093,0.66977,3.67377,18.7867,33499
20111104T014428.937561,150,18,-15.508,-9.4152,1.25589,3.68835,18.1852,33503
20111104T014428.937572,105,0,-14.113,-9.84564,1.96132,3.75191,17.3188,33524
20111104T014428.937572,102,1,-14.805,-9.58772,1.91441,3.71513,17.7414,33526
20111104T014428.937575,103,4,-15.7384,-9.32639,1.91878,3.67766,18.394,33531
20111104T014428.937580,1,12,-14.9268,-10.4544,0.833005,3.75369,18.2422,33547
20111104T014428.937581,1,13,-15.617,-10.0866,0.748234,3.71396,18.6057,33549
20111104T014428.937582,131,14,-13.8262,-9.97189,1.35411,3.76762,17.1002,33551
20111104T014428.937583,123,15,-14.5791,-9.71997,1.30629,3.72846,17.5703,33553
20111104T014428.937583,1,16,-16.2353,-9.67436,0.6751,3.68006,18.9107,33555
20111104T014428.937585,92,18,-15.384,-9.47265,1.25007,3.69464,18.1092,33559
20111104T014428.937586,1,19,-16.2577,-9.18878,1.18085,3.65494,18.7115,33561
20111104T014428.937591,1,26,-16.225,-11.7609,0.229822,3.76983,20.04,33574
20111104T014428.937594,1,31,-16.3906,-9.3295,-0.0945657,3.65798,18.8595,33581
20111104T014428.937744,107,1,-14.7048,-9.62155,1.90678,3.71984,17.6754,33583
20111104T014428.937746,64,4,-15.6346,-9.36464,1.91096,3.68237,18.324,33588
20111104T014428.937752,1,12,-14.0759,-9.95622,0.780647,3.7584,17.2582,33604
20111104T014428.937753,1,13,-15.6999,-10.2451,0.755662,3.71868,18.7617,33606
20111104T014428.937753,129,14,-13.726,-9.99816,1.34835,3.77233,17.0342,33608
20111104T014428.937754,98,15,-14.4769,-9.75077,1.3007,3.73317,17.5023,33610
20111104T014428.937755,1,16,-16.275,-9.80239,0.679398,3.68477,19.0107,33612
20111104T014428.937756,130,18,-15.2563,-9.49332,1.24256,3.69935,18.0112,33616
20111104T014428.937757,172,19,-16.0807,-9.18922,1.17,3.65965,18.5575,33618
20111104T014428.937762,1,26,-15.2939,-11.1949,0.209899,3.77454,18.954,33631
20111104T014428.937766,163,31,-16.1123,-9.27222,-0.0951853,3.66269,18.5895,33638
20111104T014428.937767,96,1,-14.5661,-9.66223,1.89591,3.72612,17.5814,33641
20111104T014428.937769,43,4,-15.5449,-9.44408,1.90694,3.68865,18.288,33646
20111104T014428.937770,49,5,-16.2117,-9.04265,1.82193,3.6493,18.6517,33648
20111104T014428.937775,1,12,-14.1736,-10.1598,0.791182,3.76468,17.4562,33662
20111104T014428.937776,1,13,-14.7999,-9.7922,0.707951,3.72496,17.7597,33664
20111104T014428.937777,133,14,-13.61,-10.0451,1.3426,3.77861,16.9682,33666
20111104T014428.937777,127,15,-14.3412,-9.79105,1.29331,3.73946,17.4123,33668
20111104T014428.937779,1,17,-16.4793,-9.24381,0.553709,3.65172,18.9024,33671
20111104T014428.937780,103,18,-15.1306,-9.54741,1.23658,3.70563,17.9332,33673
20111104T014428.937780,102,19,-15.9778,-9.2641,1.16634,3.66593,18.5055,33675
20111104T014428.937785,1,26,-14.461,-10.7242,0.19247,3.78082,18.004,33688
20111104T014428.937789,84,31,-16.0001,-9.34207,-0.0953276,3.66897,18.5275,33695
20111104T014428.937790,1,0,-13.7303,-9.9353,1.92958,3.76919,17.0568,33697
20111104T014428.937791,93,1,-14.4359,-9.70708,1.8862,3.7324,17.4974,33699
20111104T014428.937793,68,4,-15.3754,-9.47367,1.89241,3.69494,18.158,33704
20111104T014428.937793,61,5,-16.1753,-9.15607,1.82445,3.65558,18.6757,33706
20111104T014428.937799,66,12,-14.2031,-10.3169,0.797355,3.77096,17.5722,33720
20111104T014428.937799,1,13,-14.861,-9.9672,0.714998,3.73124,17.9077,33722
20111104T014428.937800,135,14,-13.4877,-10.0862,1.33614,3.7849,16.8942,33724
20111104T014428.937801,254,15,-14.3794,-9.95004,1.30333,3.74574,17.5343,33726
20111104T014428.937801,1,16,-15.4835,-9.59184,0.645614,3.69734,18.2247,33728
20111104T014428.937802,166,17,-16.1775,-9.20901,0.543467,3.658,18.6224,33730
20111104T014428.937803,133,18,-14.9864,-9.58846,1.22892,3.71191,17.8332,33732
20111104T014428.937804,128,19,-15.8298,-9.31181,1.15901,3.67222,18.4015,33734
20111104T014428.937807,151,24,-14.1514,-10.3543,-0.398079,3.77443,17.5389,33743
20111104T014428.937812,130,31,-15.8395,-9.38239,-0.0955984,3.67526,18.4095,33753
20111104T014428.937813,54,0,-13.7716,-10.0978,1.94532,3.77547,17.1868,33755
20111104T014428.937814,104,1,-14.3105,-9.75403,1.87718,3.73869,17.4194,33757
20111104T014428.937816,63,4,-15.2701,-9.54161,1.88637,3.70122,18.104,33763
20111104T014428.937817,146,5,-16.0329,-9.20907,1.81416,3.66187,18.5777,33765
20111104T014428.937822,66,12,-14.2634,-10.4984,0.805655,3.77725,17.7282,33779
20111104T014428.937823,15,13,-14.9171,-10.1411,0.721855,3.73753,18.0517,33781
20111104T014428.937823,138,14,-13.3701,-10.1298,1.33021,3.79118,16.8262,33783
20111104T014428.937824,121,15,-14.1109,-9.89622,1.28263,3.75202,17.2823,33785
20111104T014428.937825,1,16,-15.548,-9.76773,0.651976,3.70362,18.3727,33787
20111104T014428.937826,106,18,-14.8573,-9.63786,1.22264,3.7182,17.7512,33790
20111104T014428.937827,100,19,-15.7007,-9.36925,1.15323,3.6785,18.3195,33792
20111104T014428.937831,127,24,-14.1294,-10.4752,-0.39888,3.78071,17.5929,33801
20111104T014428.937836,254,31,-15.8695,-9.53519,-0.0953597,3.68154,18.5135,33811
20111104T014428.937836,37,0,-13.5677,-10.0798,1.924,3.78175,17.0108,33813
20111104T014428.937837,84,1,-14.177,-9.79416,1.86701,3.74497,17.3314,33815
20111104T014428.937839,149,4,-15.1394,-9.5926,1.87698,3.7075,18.02,33820
20111104T014428.937845,66,12,-14.3251,-10.6835,0.814169,3.78353,17.8882,33835
20111104T014428.937846,1,13,-14.9947,-10.332,0.730045,3.74381,18.2237,33837
20111104T014428.937847,142,14,-13.2556,-10.1747,1.32463,3.79746,16.7622,33839
20111104T014428.937847,125,15,-13.9801,-9.93627,1.27572,3.75831,17.1983,33841
20111104T014428.937848,1,16,-15.6143,-9.94696,0.658509,3.7099,18.5247,33843
20111104T014428.937849,31,17,-16.1382,-9.45695,0.546759,3.67057,18.7124,33845
20111104T014428.937849,109,18,-14.7349,-9.69041,1.21697,3.72448,17.6772,33847
20111104T014428.937850,142,19,-15.5476,-9.411,1.14548,3.68478,18.2095,33849
20111104T014428.937854,94,24,-14.0026,-10.5181,-0.397752,3.78699,17.5169,33858
20111104T014428.937858,1,30,-14.7336,-9.73395,0.0206444,3.72658,17.6581,33867
20111104T014428.937859,98,31,-15.5683,-9.48822,-0.0960068,3.68782,18.2315,33869
20111104T014428.937860,52,0,-13.4518,-10.1254,1.91601,3.78804,16.9448,33871
20111104T014428.937860,108,1,-14.0614,-9.8455,1.85937,3.75125,17.2654,33873
20111104T014428.937863,132,4,-14.9401,-9.59822,1.85843,3.71378,17.854,33879
20111104T014428.937863,55,5,-15.8645,-9.3795,1.80786,3.67443,18.5177,33881
20111104T014428.937868,32,12,-15.3339,-11.5884,0.886108,3.78981,19.2402,33895
20111104T014428.937869,1,13,-15.0065,-10.4796,0.734521,3.75009,18.3177,33897
20111104T014428.937870,137,14,-13.138,-10.2161,1.3187,3.80375,16.6942,33899
20111104T014428.937871,122,15,-13.8607,-9.98321,1.26997,3.76459,17.1283,33901
20111104T014428.937871,1,16,-15.6471,-10.1068,0.663409,3.71619,18.6387,33903
20111104T014428.937872,59,17,-16.2538,-9.66215,0.554221,3.67685,18.9164,33905
20111104T014428.937873,111,18,-14.6008,-9.73404,1.21023,3.73076,17.5892,33907
20111104T014428.937874,112,19,-15.415,-9.4637,1.13942,3.69107,18.1235,33909
20111104T014428.937876,1,22,-16.3281,-9.21616,1.08589,3.65654,18.7804,33914
20111104T014428.937877,99,24,-13.8758,-10.5598,-0.396624,3.79328,17.4409,33918
20111104T014428.937882,1,30,-14.6339,-9.80069,0.0202315,3.73286,17.6121,33927
20111104T014428.937882,63,31,-15.4164,-9.52917,-0.0962547,3.69411,18.1235,33929
20111104T014428.938031,86,0,-13.4434,-10.2187,1.92206,3.79275,16.9948,33931
20111104T014428.938034,99,4,-14.8397,-9.63274,1.85106,3.7185,17.788,33938
20111104T014428.938035,50,5,-15.7638,-9.42055,1.80093,3.67914,18.4517,33940
20111104T014428.938040,1,12,-13.4834,-10.2871,0.765642,3.79453,16.9762,33954
20111104T014428.938041,17,13,-14.0731,-9.92826,0.683,3.75481,17.2357,33956
20111104T014428.938041,144,14,-13.0224,-10.2249,1.3112,3.80846,16.6082,33958
20111104T014428.938042,125,15,-13.7377,-9.9934,1.26225,3.7693,17.0343,33960
20111104T014428.938043,1,16,-15.713,-10.2548,0.669254,3.7209,18.7747,33962
20111104T014428.938044,30,17,-16.3127,-9.80132,0.558684,3.68156,19.0384,33964
20111104T014428.938044,111,18,-14.4787,-9.75141,1.20318,3.73548,17.4972,33966
20111104T014428.938045,113,19,-15.282,-9.48164,1.1321,3.69578,18.0195,33968
20111104T014428.938047,172,22,-16.0853,-9.17904,1.0709,3.66125,18.5504,33974
20111104T014428.938049,126,24,-13.7768,-10.5872,-0.395704,3.79799,17.3789,33978
20111104T014428.938051,1,27,-13.7527,-10.0638,0.0790356,3.77213,17.0413,33983
20111104T014428.938053,1,30,-14.5081,-9.81566,0.0193699,3.73758,17.5161,33988
20111104T014428.938054,164,31,-15.2916,-9.552,-0.0964704,3.69882,18.0295,33990
20111104T014428.938054,29,0,-13.1872,-10.155,1.8925,3.79903,16.7508,33992
20111104T014428.938056,1,2,-16.1915,-9.26226,-0.199871,3.66229,18.6541,33995
20111104T014428.938057,129,4,-14.6943,-9.66997,1.83966,3.72478,17.686,33998
20111104T014428.938058,80,5,-15.517,-9.40621,1.77782,3.68543,18.2317,34000
20111104T014428.938060,1,8,-16.4427,-9.16332,1.7566,3.6511,18.9049,34006
20111104T014428.938063,52,12,-13.5227,-10.4523,0.772666,3.80081,17.1082,34014
20111104T014428.938064,1,13,-14.217,-10.1638,0.695095,3.76109,17.4897,34016
20111104T014428.938065,140,14,-12.9174,-10.2743,1.30666,3.81474,16.5562,34018
20111104T014428.938065,127,15,-13.6313,-10.0476,1.25781,3.77559,16.9803,34020
20111104T014428.938066,1,16,-14.8323,-9.81217,0.627132,3.72718,17.7947,34022
20111104T014428.938068,181,18,-14.3464,-9.79376,1.19659,3.74176,17.4112,34025
20111104T014428.938068,111,19,-15.1511,-9.53293,1.12618,3.70206,17.9355,34027
20111104T014428.938071,96,22,-15.9997,-9.26389,1.06882,3.66753,18.5184,34033
20111104T014428.938072,78,24,-13.669,-10.6416,-0.394933,3.80427,17.3269,34037
20111104T014428.938074,1,27,-13.6249,-10.1025,0.0780175,3.77841,16.9613,34042
20111104T014428.938076,1,30,-14.3786,-9.86017,0.018634,3.74386,17.4341,34047
20111104T014428.938077,109,31,-15.1873,-9.62012,-0.0965897,3.7051,17.9775,34049
20111104T014428.938078,15,0,-13.0731,-10.1985,1.88475,3.80531,16.6868,34051
20111104T014428.938079,1,1,-13.775,-10.0042,1.84296,3.76853,17.1234,34053
20111104T014428.938079,169,2,-16.0068,-9.29039,-0.199386,3.66858,18.5081,34055
20111104T014428.938081,100,4,-14.5754,-9.72344,1.83183,3.73106,17.616,34058
20111104T014428.938081,63,5,-15.3474,-9.43593,1.76417,3.69171,18.1017,34060
20111104T014428.938084,82,8,-16.1892,-9.15555,1.73396,3.65738,18.6789,34066
20111104T014428.938087,50,12,-13.5761,-10.6308,0.780753,3.80709,17.2602,34074
20111104T014428.938087,1,13,-14.2484,-10.322,0.700714,3.76737,17.6077,34076
20111104T014428.938088,145,14,-12.7921,-10.3064,1.29986,3.82103,16.4782,34078
20111104T014428.938089,126,15,-13.496,-10.0795,1.25042,3.78187,16.8903,34080
20111104T014428.938089,1,16,-14.8848,-9.98209,0.633064,3.73346,17.9327,34082
20111104T014428.938090,1,17,-15.4924,-9.57649,0.528761,3.69413,18.2204,34084
20111104T014428.938091,168,18,-14.2453,-9.85643,1.19291,3.74804,17.3632,34086
20111104T014428.938092,112,19,-15.0118,-9.5776,1.11955,3.70835,17.8415,34088
20111104T014428.938092,1,20,-16.2274,-9.2143,0.45492,3.65911,18.666,34090
20111104T014428.938094,132,22,-15.8569,-9.31461,1.06243,3.67382,18.4204,34094
20111104T014428.938095,108,24,-13.5281,-10.6689,-0.393538,3.81055,17.2329,34098
20111104T014428.938100,1,30,-14.2885,-9.93088,0.0183288,3.75014,17.4001,34107
20111104T014428.938100,105,31,-15.0508,-9.6668,-0.0967963,3.71138,17.8875,34109
20111104T014428.938101,1,0,-12.9543,-10.2373,1.87627,3.8116,16.6168,34111
20111104T014428.938102,40,1,-13.715,-10.0929,1.84342,3.77482,17.1274,34113
20111104T014428.938103,175,2,-15.924,-9.37654,-0.199292,3.67486,18.4801,34115
20111104T014428.938104,128,4,-14.4351,-9.76129,1.8211,3.73735,17.52,34119
20111104T014428.938105,73,5,-15.2237,-9.49226,1.75618,3.69799,18.0257,34121
20111104T014428.938107,129,8,-16.0571,-9.21442,1.72535,3.66366,18.5929,34127
20111104T014428.938110,91,12,-13.6294,-10.8116,0.788948,3.81338,17.4142,34135
20111104T014428.938111,1,13,-14.3315,-10.5199,0.709475,3.77365,17.7917,34137
20111104T014428.938111,140,14,-12.6747,-10.3437,1.29393,3.82731,16.4102,34139
20111104T014428.938112,126,15,-13.3767,-10.1221,1.24467,3.78815,16.8203,34141
20111104T014428.938113,1,16,-14.9522,-10.1643,0.639855,3.73975,18.0907,34143
20111104T014428.938113,57,17,-15.5505,-9.74782,0.533883,3.70041,18.3604,34145
20111104T014428.938114,152,18,-14.1096,-9.89413,1.18602,3.75433,17.2732,34147
20111104T014428.938115,114,19,-14.8776,-9.62414,1.11335,3.71463,17.7535,34149
20111104T014428.938117,101,22,-15.7346,-9.37619,1.05761,3.6801,18.3464,34153
20111104T014428.938119,89,24,-13.4187,-10.72,-0.392737,3.81684,17.1789,34157
20111104T014428.938119,137,25,-14.2064,-10.4987,-0.504567,3.77687,17.6715,34159
20111104T014428.938121,1,27,-13.4013,-10.2003,0.0764903,3.79098,16.8413,34162
20111104T014428.938123,33,30,-14.1278,-9.95125,0.0172518,3.75643,17.2801,34167
20111104T014428.938124,104,31,-14.9126,-9.71106,-0.0970074,3.71767,17.7955,34169
20111104T014428.938124,168,0,-12.8077,-10.2526,1.86343,3.81788,16.5108,34171
20111104T014428.938125,43,1,-13.7374,-10.2429,1.85591,3.7811,17.2354,34173
20111104T014428.938126,160,2,-15.7876,-9.43017,-0.198993,3.68114,18.3901,34175
20111104T014428.938127,98,4,-14.308,-9.80678,1.81216,3.74363,17.44,34179
20111104T014428.938128,96,5,-15.0846,-9.53786,1.74631,3.70428,17.9317,34181
20111104T014428.938130,54,8,-15.9216,-9.26998,1.71633,3.66995,18.5029,34187
20111104T014428.938133,34,12,-13.6763,-10.9897,0.796822,3.81966,17.5622,34194
20111104T014428.938134,1,13,-14.4079,-10.7156,0.71795,3.77994,17.9697,34196
20111104T014428.938135,147,14,-12.5711,-10.3913,1.28957,3.83359,16.3602,34198
20111104T014428.938135,127,15,-13.2622,-10.1672,1.23941,3.79444,16.7563,34200
20111104T014428.938136,1,16,-14.9867,-10.3262,0.645013,3.74603,18.2107,34202
20111104T014428.938137,64,17,-15.6055,-9.91918,0.538931,3.70669,18.4984,34204
20111104T014428.938137,151,18,-13.9806,-9.93515,1.17973,3.76061,17.1912,34206
20111104T014428.938138,114,19,-14.7551,-9.67702,1.10814,3.72091,17.6795,34208
20111104T014428.938139,12,20,-16.1224,-9.42456,0.455365,3.67167,18.68,34210
20111104T014428.938140,143,22,-15.5764,-9.41488,1.05006,3.68638,18.2304,34213
20111104T014428.938142,123,24,-13.2905,-10.7549,-0.391579,3.82312,17.1009,34217
20111104T014428.938143,165,25,-14.0889,-10.5495,-0.503238,3.78316,17.6075,34219
20111104T014428.938143,1,26,-12.6034,-10.4651,0.162714,3.8358,16.382,34221
20111104T014428.938146,1,30,-13.9527,-9.95951,0.0160132,3.76271,17.1421,34228
20111104T014428.938147,106,31,-14.7878,-9.76277,-0.0971818,3.72395,17.7195,34230
20111104T014428.938148,97,0,-12.7184,-10.3129,1.85955,3.82416,16.4788,34232
20111104T014428.938148,46,1,-13.6379,-10.3027,1.85082,3.78738,17.1914,34234
20111104T014428.938149,147,2,-15.6477,-9.48039,-0.198681,3.68743,18.2961,34236
20111104T014428.938151,139,4,-14.1841,-9.85332,1.80367,3.74991,17.364,34239
20111104T014428.938151,172,5,-14.8987,-9.55208,1.73056,3.71056,17.7817,34241
20111104T014428.938154,125,8,-15.7757,-9.31813,1.70611,3.67623,18.4009,34247
20111104T014428.938156,19,12,-14.7135,-11.9782,0.872912,3.82594,18.9922,34255
20111104T014428.938157,40,13,-15.3894,-11.5947,0.780518,3.78622,19.2837,34257
20111104T014428.938158,148,14,-12.4506,-10.424,1.28329,3.83988,16.2882,34259
20111104T014428.938159,128,15,-13.1476,-10.2112,1.23415,3.80072,16.6923,34261
20111104T014428.938159,1,16,-15.0329,-10.4981,0.650858,3.75231,18.3467,34263
20111104T014428.938160,78,17,-15.6555,-10.0895,0.543833,3.71298,18.6324,34265
20111104T014428.938161,152,18,-13.8678,-9.98661,1.17498,3.76689,17.1292,34267
20111104T014428.938162,121,19,-14.6291,-9.72653,1.10265,3.7272,17.6015,34269
20111104T014428.938162,1,20,-16.2777,-9.65337,0.463303,3.67796,18.93,34271
20111104T014428.938164,117,22,-15.4506,-9.47181,1.04498,3.69266,18.1524,34275
20111104T014428.938164,1,23,-16.2963,-9.18115,0.976278,3.65357,18.7295,34277
20111104T014428.938165,75,24,-13.1871,-10.809,-0.390897,3.8294,17.0549,34279
20111104T014428.938166,88,25,-13.9618,-10.5919,-0.501661,3.78944,17.5315,34281
20111104T014428.938167,1,26,-13.8858,-11.6809,0.195076,3.84208,18.146,34283
20111104T014428.938170,57,30,-13.8705,-10.0329,0.0157978,3.76899,17.1181,34290
20111104T014428.938170,105,31,-14.6397,-9.79774,-0.0974205,3.73023,17.6155,34292
20111104T014428.938319,120,0,-12.6037,-10.3185,1.84913,3.82888,16.3928,34294
20111104T014428.938320,32,1,-13.3853,-10.2117,1.82099,3.79209,16.9334,34296
20111104T014428.938321,151,2,-15.5006,-9.49124,-0.198282,3.69214,18.1761,34298
20111104T014428.938322,110,4,-14.0806,-9.88003,1.79584,3.75463,17.294,34302
20111104T014428.938323,92,5,-14.8385,-9.61247,1.72867,3.71527,17.7637,34304
20111104T014428.938324,1,6,-13.9561,-10.0966,2.37622,3.76907,17.388,34306
20111104T014428.938325,142,8,-15.6497,-9.34331,1.6965,3.68094,18.3049,34310
20111104T014428.938328,1,12,-12.6544,-10.3979,0.734674,3.83065,16.3942,34317
20111104T014428.938329,1,13,-15.4492,-11.754,0.787374,3.79093,19.4277,34319
20111104T014428.938329,148,14,-12.3619,-10.4491,1.27876,3.84459,16.2362,34321
20111104T014428.938330,128,15,-13.0381,-10.2252,1.22774,3.80543,16.6143,34323
20111104T014428.938332,64,17,-15.7033,-10.2252,0.548003,3.71769,18.7464,34326
20111104T014428.938332,152,18,-13.7497,-10.0002,1.16824,3.7716,17.0412,34328
20111104T014428.938333,91,19,-14.5069,-9.74428,1.09616,3.73191,17.5095,34330
20111104T014428.938335,124,22,-15.3245,-9.49397,1.03872,3.69738,18.0564,34335
